2.668334,-0.7953034,-1.4345185,3.0434136,1.75
3.1942489,-0.7299382,-1.4603063,3.5883314,1.75
3.6606001,-0.6827944,-1.4773429,4.1332493,1.75
4.1398337,-0.6384719,-1.4769083,4.7215705,1.75
4.6446145,-0.5873232,-1.4603514,5.314394,1.75
5.1328144,-0.5267113,-1.4325811,5.8862606,1.75
5.6279283,-0.4487295,-1.3951506,6.4536671,1.75
6.1180098,-0.3506302,-1.3504991,6.9804256,1.25
6.6003989,-0.230523,-1.30245,7.4732888,1
7.0817653,-0.0845877,-1.2496214,7.9577485,1
7.5492031,0.0857505,-1.1920853,8.3834893,1
8.0062272,0.2845108,-1.1278261,8.8092301,1
8.4499405,0.5145856,-1.0560222,8.8083596,1
8.8738955,0.7763031,-0.978356,8.580652,1.25
9.2733345,1.0700102,-0.8938865,8.3158551,1.75
9.6472287,1.3997269,-0.80101,7.9050174,1.75
9.9862372,1.7624287,-0.7011555,7.4941796,1.75
10.2,2.36,-0.5957009,7.0432879,1.75
10.4,2.82,-0.4847148,6.5820009,1.75
10.6,3.25,-0.3708022,6.1075633,1.75
10.7,3.68,-0.260134,5.610418,1.75
10.8,4.07,-0.1484686,5.1132727,1.75
10.9,4.56,-0.0306066,4.727288,1.75
10.9,5.1,0.0999758,4.3587881,1.75
10.9460431,5.4871333,0.2499016,4.0304784,1.75
10.7834206,5.963255,0.4099127,3.770838,1.25
10.5532257,6.3916555,0.5799086,3.5111976,1.15
10.2268244,6.7997387,0.7668856,3.166053,1
9.8678216,7.1143705,0.9386216,2.8205432,1
9.4190425,7.3749434,1.1514999,2.286933,1
8.9766682,7.5297225,1.3101536,1.8737123,1
8.4879571,7.6127597,1.4891196,1.7828174,1
8.0138579,7.6172912,1.6398422,1.7008323,1
7.5054784,7.5310894,1.8421758,1.6208852,1
7.11,7.21,2.0120723,1.5464424,1
6.74,6.87,2.1641218,1.4722903,1
6.4,6.5,2.3166276,1.4002577,1
6.18,6.12,2.4984188,1.3282252,1
5.86,5.5,2.6449615,1.2510581,1
5.4,5.07,2.6651948,1.1725537,1
4.8349224,4.7326966,2.3917599,1.073884,1
4.4645585,4.4077253,2.1869107,1.0402458,1.15
4.045321,4.163736,2.02603,1.426114,1.25
3.5842427,3.962195,1.9533146,1.8416852,1.75
3.1201025,3.778725,1.9470791,2.0805315,1.75
2.6648146,3.6007749,1.9367197,2.0877302,1.75
2.1889376,3.4251367,1.9098197,2.0949289,1.75
1.7223286,3.2666272,1.8954025,1.880515,1.25
1.2507475,3.0998732,1.9345636,1.6106482,1
0.7866745,2.9006396,2.0273342,1.3407814,1
0.353103,2.6480106,2.1812076,1.350977,1
-0.0180489,2.3240191,2.4091725,1.4050751,1
-0.2929304,1.9113287,2.7058218,1.4591732,1
-0.4305888,1.4584915,2.9804199,1.7225517,1
-0.4437566,0.9644248,-3.0328631,2.0001979,1
-0.3145815,0.4693232,-2.7356637,2.2778441,1
-0.0520027,0.0450449,-2.4504955,2.2981981,1
0.348,-0.197,-2.2368741,2.1796482,1
0.818,-0.381,-2.0529207,2.0610984,1
1.3,-0.542,-1.8624045,1.9425485,1
1.79,-0.699,-1.6321827,1.9390239,1
2.23,-0.77,-1.4806946,1.9390239,1
2.668334,-0.7953034,-1.4345185,3.0434136,1.25
